2025-02-24 02:58:40,924 - INFO - Using device: cuda
2025-02-24 07:51:36,120 - INFO - cuda | Epoch : 1060 | score : 1159.200000 | loss : 436.40 | stage : 1 | time spent: 97.514746
2025-02-24 07:55:24,059 - INFO - cuda | Epoch : 1070 | score : 1034.600000 | loss : 933.11 | stage : 1 | time spent: 227.940718
2025-02-24 07:57:05,324 - INFO - cuda | Epoch : 1080 | score : 1176.100000 | loss : 372.42 | stage : 1 | time spent: 101.266564
2025-02-24 07:58:32,067 - INFO - cuda | Epoch : 1090 | score : 1077.300000 | loss : 316.50 | stage : 1 | time spent: 86.740069
2025-02-24 08:02:55,609 - INFO - cuda | Epoch : 1100 | score : 1131.700000 | loss : 925.53 | stage : 1 | time spent: 263.542993
2025-02-24 08:04:18,368 - INFO - cuda | Epoch : 1110 | score : 996.100000 | loss : 321.61 | stage : 1 | time spent: 82.761054
2025-02-24 08:05:10,793 - INFO - cuda | Epoch : 1120 | score : 793.700000 | loss : 210.24 | stage : 1 | time spent: 52.427506
2025-02-24 08:08:39,741 - INFO - cuda | Epoch : 1130 | score : 1147.300000 | loss : 803.09 | stage : 1 | time spent: 208.944051
2025-02-24 08:09:43,608 - INFO - cuda | Epoch : 1140 | score : 898.400000 | loss : 264.85 | stage : 1 | time spent: 63.866095
2025-02-24 08:10:50,678 - INFO - cuda | Epoch : 1150 | score : 1013.200000 | loss : 277.77 | stage : 1 | time spent: 67.069378
2025-02-24 08:11:58,237 - INFO - cuda | Epoch : 1160 | score : 1093.500000 | loss : 290.78 | stage : 1 | time spent: 67.559876
2025-02-24 08:14:58,758 - INFO - cuda | Epoch : 1170 | score : 928.000000 | loss : 677.42 | stage : 1 | time spent: 180.523107
2025-02-24 08:18:19,898 - INFO - cuda | Epoch : 1180 | score : 1057.300000 | loss : 658.09 | stage : 1 | time spent: 201.140015
2025-02-24 08:19:29,491 - INFO - cuda | Epoch : 1190 | score : 923.300000 | loss : 236.98 | stage : 1 | time spent: 69.591028
2025-02-24 08:21:13,068 - INFO - cuda | Epoch : 1200 | score : 980.900000 | loss : 309.79 | stage : 1 | time spent: 103.578571
2025-02-24 08:23:57,895 - INFO - cuda | Epoch : 1210 | score : 963.700000 | loss : 478.36 | stage : 1 | time spent: 164.827313
2025-02-24 08:26:03,469 - INFO - cuda | Epoch : 1220 | score : 1222.000000 | loss : 377.42 | stage : 1 | time spent: 125.573308
2025-02-24 08:30:23,207 - INFO - cuda | Epoch : 1230 | score : 1041.400000 | loss : 785.96 | stage : 1 | time spent: 259.738041
2025-02-24 08:32:41,010 - INFO - cuda | Epoch : 1240 | score : 1153.400000 | loss : 434.63 | stage : 1 | time spent: 137.802808
2025-02-24 08:35:07,942 - INFO - cuda | Epoch : 1250 | score : 1145.800000 | loss : 508.92 | stage : 1 | time spent: 146.931000
2025-02-24 08:36:33,935 - INFO - cuda | Epoch : 1260 | score : 1209.000000 | loss : 390.12 | stage : 1 | time spent: 85.995212
2025-02-24 08:38:51,799 - INFO - cuda | Epoch : 1270 | score : 1252.600000 | loss : 455.76 | stage : 1 | time spent: 137.864681
2025-02-24 08:41:49,513 - INFO - cuda | Epoch : 1280 | score : 1058.700000 | loss : 583.15 | stage : 1 | time spent: 177.712639
2025-02-24 08:44:36,713 - INFO - cuda | Epoch : 1290 | score : 1292.000000 | loss : 585.41 | stage : 1 | time spent: 167.198250
2025-02-24 08:46:19,742 - INFO - cuda | Epoch : 1300 | score : 1173.600000 | loss : 449.88 | stage : 1 | time spent: 103.029663
2025-02-24 08:49:05,062 - INFO - cuda | Epoch : 1310 | score : 1002.400000 | loss : 837.45 | stage : 1 | time spent: 165.319715
2025-02-24 08:51:55,035 - INFO - cuda | Epoch : 1320 | score : 1220.800000 | loss : 786.66 | stage : 1 | time spent: 169.971241
2025-02-24 08:53:48,971 - INFO - cuda | Epoch : 1330 | score : 852.100000 | loss : 369.05 | stage : 1 | time spent: 113.937566
2025-02-24 08:57:10,365 - INFO - cuda | Epoch : 1340 | score : 1157.600000 | loss : 853.00 | stage : 1 | time spent: 201.393151
2025-02-24 08:58:50,389 - INFO - cuda | Epoch : 1350 | score : 1035.200000 | loss : 404.28 | stage : 1 | time spent: 100.023356
2025-02-24 08:59:54,135 - INFO - cuda | Epoch : 1360 | score : 932.300000 | loss : 257.75 | stage : 1 | time spent: 63.748293
2025-02-24 09:03:18,880 - INFO - cuda | Epoch : 1370 | score : 949.800000 | loss : 701.29 | stage : 1 | time spent: 204.743900
2025-02-24 09:04:55,075 - INFO - cuda | Epoch : 1380 | score : 1023.800000 | loss : 321.22 | stage : 1 | time spent: 96.193786
2025-02-24 09:08:36,101 - INFO - cuda | Epoch : 1390 | score : 1120.700000 | loss : 781.60 | stage : 1 | time spent: 221.026079
2025-02-24 09:12:26,050 - INFO - cuda | Epoch : 1400 | score : 1009.700000 | loss : 739.84 | stage : 1 | time spent: 229.954151
